id,usefors,description,name,refId
"2493","","By researching the organisation of a business, I can discuss the role of departments and personnel, evaluating how they contribute to the success or failure of the business.","SOC 4-22a","tcm:4-542614"
"2494","","I can identify internal and external factors influencing planning and decision making and can assess how these decisions contribute to the success or failure of businesses.","SOC 4-22b","tcm:4-542617"
"2495","","","People, past events and societies","tcm:4-519843"
"2496","","I am aware that different types of evidence can help me to find out about the past.","SOC 0-01a","tcm:4-519896"
"2497","","I can make a personal link to the past by exploring items or images connected with important individuals or special events in my life.","SOC 0-02a","tcm:4-541846"
"2498","","I have explored how people lived in the past and have used imaginative play to show how their lives were different from my own and the people around me.","SOC 0-04a","tcm:4-542124"
"2499","","I understand that evidence varies in the extent to which it can be trusted and can use this in learning about the past.","SOC 1-01a","tcm:4-519897"
"2500","","By exploring places, investigating artefacts and locating them in time, I have developed an awareness of the ways we remember and preserve Scotland's history.","SOC 1-02a","tcm:4-534855"
"2501","","I can use evidence to recreate the story of a place or individual of local historical interest.","SOC 1-03a","tcm:4-542104"
"2502","","I can compare aspects of people's daily lives in the past with my own by using historical evidence or the experience of recreating an historical setting.","SOC 1-04a","tcm:4-542131"
"2503","","Having selected a significant individual from the past, I can contribute to a discussion on the influence of their actions, then and since.","SOC 1-06a","tcm:4-524648"
"2504","","I can use primary and secondary sources selectively to research events in the past.","SOC 2-01a","tcm:4-519898"
"2505","","I can interpret historical evidence from a range of periods to help to build a picture of Scotland's heritage and my sense of chronology.","SOC 2-02a","tcm:4-534858"
"2506","","I can investigate a Scottish historical theme to discover how past events or the actions of individuals or groups have shaped Scottish society.","SOC 2-03a","tcm:4-542110"
"2507","","I can compare and contrast a society in the past with my own and contribute to a discussion of the similarities and differences.","SOC 2-04a","tcm:4-542141"
"2508","","I can discuss why people and events from a particular time in the past were important, placing them within a historical sequence.","SOC 2-06a","tcm:4-524649"
"2509","","I can use my knowledge of a historical period to interpret the evidence and present an informed view.","SOC 3-01a","tcm:4-519899"
"2510","","I can make links between my current and previous studies, and show my understanding of how people and events have contributed to the development of the Scottish nation.","SOC 3-02a","tcm:4-534862"
"2511","","I can explain why a group of people from beyond Scotland settled here in the past and discuss the impact they have had on the life and culture of Scotland.","SOC 3-03a","tcm:4-542114"
"2512","","I can explain the similarities and differences between the lifestyles, values and attitudes of people in the past by comparing Scotland with a society in Europe or elsewhere.","SOC 3-04a","tcm:4-524629"
"2513","","I can describe the factors contributing to a major social, political or economic change in the past and can assess the impact on people's lives.","SOC 3-05a","tcm:4-524640"
"2514","","I can discuss the motives of those involved in a significant turning point in the past and assess the consequences it had then and since.","SOC 3-06a","tcm:4-524650"
"2515","","Through researching, I can identify possible causes of a past conflict and report on the impact it has had on the lives of people at that time.","SOC 3-06b","tcm:4-524653"
"2516","","I can evaluate conflicting sources of evidence to sustain a line of argument.","SOC 4-01a","tcm:4-519901"
"2517","","I have developed a sense of my heritage and identity as a British, European or global citizen and can present arguments about the importance of respecting the heritage and identity of others.","SOC 4-02a","tcm:4-534872"
"2518","","By studying groups in past societies who experienced inequality, I can explain the reasons for the inequality and evaluate how groups or individuals addressed it.","SOC 4-04a","tcm:4-524631"
"2519","","I can describe the main features of conflicting world belief systems in the past and can present informed views on the consequences of such conflict for societies then and since.","SOC 4-04b","tcm:4-524633"
"2520","","I can make reasoned judgements about how the exercise of power affects the rights and responsibilities of citizens by comparing a more democratic and a less democratic society.","SOC 4-04c","tcm:4-524635"
"2521","","I can present supported conclusions about the social, political and economic impacts of a technological change in the past.","SOC 4-05a","tcm:4-524641"
"2522","","I can evaluate the changes which have taken place in an industry in Scotland's past and can debate their impact.","SOC 4-05b","tcm:4-524646"
"2523","","I have investigated a meeting of cultures in the past and can analyse the impact on the societies involved.","SOC 4-05c","tcm:4-524664"
"2524","","Having critically analysed a significant historical event, I can assess the relative importance of factors contributing to the event.","SOC 4-06a","tcm:4-524652"
"2525","","I can express an informed view about the changing nature of conflict over time, appreciate its impact and empathise with the experiences of those involved.","SOC 4-06b","tcm:4-542295"
"2526","","I can describe attempts to resolve an international conflict and maintain the peace and can present my conclusion about how effective these attempts were.","SOC 4-06c","tcm:4-542299"
"2527","","I can assess the impact for those involved in a specific instance of the expansion of power and influence in the past.","SOC 4-06d","tcm:4-542303"
"2528","","","People, place and environment","tcm:4-519844"
"2529","","I explore and discover the interesting features of my local environment to develop an awareness of the world around me.","SOC 0-07a","tcm:4-524654"
"2530","","I explore and appreciate the wonder of nature within different environments and have played a part in caring for the environment.","SOC 0-08a","tcm:4-524666"
"2531","","I have experimented with imaginative ways such as modelling and drawing, to represent the world around me, the journeys I make and the different ways I can travel.","SOC 0-09a","tcm:4-542358"
"2532","","While learning outdoors in differing weathers, I have described and recorded the weather, its effects and how it makes me feel and can relate my recordings to the seasons.","SOC 0-12a","tcm:4-542376"
"2533","","I can describe and recreate the characteristics of my local environment by exploring the features of the landscape.","SOC 1-07a","tcm:4-524655"
"2534","","I can consider ways of looking after my school or community and can encourage others to care for their environment.","SOC 1-08a","tcm:4-524662"
"2535","","Having explored the variety of foods produced in Scotland, I can discuss the importance of different types of agriculture in the production of these foods.","SOC 1-09a","tcm:4-524669"
"2536","","By exploring my community and the groups within it, I can identify and consider different types of housing and how they meet needs.","SOC 1-11a","tcm:4-524682"
"2537","","By using a range of instruments, I can measure and record the weather and can discuss how weather affects my life.","SOC 1-12a","tcm:4-524690"
"2538","","By exploring climate zones around the world, I can compare and describe how climate affects living things.","SOC 1-12b","tcm:4-524693"
"2539","","Having explored the landscape of my local area, I can describe the various ways in which land has been used.","SOC 1-13a","tcm:4-524700"
"2540","","By exploring a natural environment different from my own, I can discover how the physical features influence the variety of living things.","SOC 1-13b","tcm:4-542394"
"2541","","Through activities in my local area, I have developed my mental map and sense of place. I can create and use maps of the area.","SOC 1-14a","tcm:4-524705"
"2542","","I can describe the major characteristic features of Scotland's landscape and explain how these were formed.","SOC 2-07a","tcm:4-524656"
"2543","","I can describe the physical processes of a natural disaster and discuss its impact on people and the landscape.","SOC 2-07b","tcm:4-524659"
"2544","","I can discuss the environmental impact of human activity and suggest ways in which we can live in a more environmentally-responsible way.","SOC 2-08a","tcm:4-524667"
"2545","","I can consider the advantages and disadvantages of a proposed land use development and discuss the impact this may have on the community.","SOC 2-08b","tcm:4-542324"
"2546","","Having explored the ways journeys can be made, I can consider the advantages and disadvantages of different forms of transport, discussing their impact on the environment.","SOC 2-09a","tcm:4-524671"
"2547","","Having explored my local area, I can present information on different places to live, work and relax and interesting places to visit.","SOC 2-10a","tcm:4-542367"
"2548","","By comparing my local area with a contrasting area outwith Britain, I can investigate the main features of weather and climate, discussing the impact on living things.","SOC 2-12a","tcm:4-524691"
"2549","","I can explain how the physical environment influences the ways in which people use land by comparing my local area with a contrasting area.","SOC 2-13a","tcm:4-524699"
"2550","","To extend my mental map and sense of place, I can interpret information from different types of maps and am beginning to locate key features within Scotland, UK, Europe or the wider world.","SOC 2-14a","tcm:4-524706"
"2551","","Having investigated processes which form and shape landscapes, I can explain their impact on selected landscapes in Scotland, Europe and beyond.","SOC 3-07a","tcm:4-524657"
"2552","","I can identify the possible consequences of an environmental issue and make informed suggestions about ways to manage the impact.","SOC 3-08a","tcm:4-542325"
"2553","","I can investigate the climate, physical features and living things of a natural environment different from my own and explain their interrelationship.","SOC 3-10a","tcm:4-524676"
"2554","","I can compare the social and economic differences between more and less economically-developed countries and can discuss the possibilities for reducing these differences.","SOC 3-11a","tcm:4-524681"
"2555","","I can investigate the relationship between climate and weather to be able to understand the causes of weather patterns within a selected climate zone.","SOC 3-12a","tcm:4-524695"
"2556","","By comparing settlement and economic activity in two contrasting landscapes, I can reach conclusions about how landscapes influence human activity. I can explain my findings clearly to others.","SOC 3-13a","tcm:4-524701"
"2557","","I can use a range of maps and geographical information systems to gather, interpret and present conclusions and can locate a range of features within Scotland, UK, Europe and the wider world.","SOC 3-14a","tcm:4-524721"
"2558","","I can explain how the interaction of physical systems shaped and continue to shape the Earth's surface by assessing their impact on contrasting landscape types.","SOC 4-07a","tcm:4-524658"
"2559","","I can discuss the sustainability of key natural resources and analyse the possible implications for human activity.","SOC 4-08a","tcm:4-524663"
"2560","","Having evaluated the role of agriculture in the production of food and raw material, I can draw reasoned conclusions about the environmental impacts and sustainability.","SOC 4-09a","tcm:4-524672"
"2561","","I can assess the impact of developments in transport infrastructure in a selected area and can contribute to a discussion on the development of sustainable systems.","SOC 4-09b","tcm:4-524674"
"2562","","I can develop my understanding of the interaction between humans and the environment by describing and assessing the impact of human activity on an area.","SOC 4-10a","tcm:4-524678"
"2563","","I can explain the development of the main features of an urban area in Scotland or elsewhere and can evaluate the implications for the society concerned.","SOC 4-10b","tcm:4-524679"
"2564","","Having studied an economic activity, I can explain its development and assess the impact of change within its locality and beyond.","SOC 4-10c","tcm:4-524694"
"2565","","Having researched the globalisation of trade, I can explain the interdependence of different parts of the world and assess the impacts for providers, consumers and the environment.","SOC 4-11a","tcm:4-524685"
"2566","","I can explain how the distribution and control of important natural resources affects the international power and influences of states.","SOC 4-11b","tcm:4-524687"
"2567","","I can compare the population structure of Scotland with a contrasting country and can express informed views about the future implications for these societies.","SOC 4-11c","tcm:4-524689"
"2568","","I can identify threats facing the main climate zones, including climate change, and analyse how these threats impact on the way of life.","SOC 4-12a","tcm:4-524697"
"2569","","I can carry out a geographical enquiry to assess the impact and possible outcomes of climate change on a selected region and can propose strategies to slow or reverse the impact.","SOC 4-12b","tcm:4-542384"
"2570","","I can demonstrate an understanding of weather and climate by explaining the relationship between weather and air pressure.","SOC 4-12c","tcm:4-542387"
"2571","","I can use specialised maps and geographical information systems to identify patterns of human activity and physical processes.","SOC 4-14a","tcm:4-524707"
"2572","","","Health and wellbeing","tcm:4-526254"
"2573","","","Food and health","tcm:4-526255"
"2574","","","Food and the consumer","tcm:4-526261"
"2575","","I explore and discover where foods come from as I choose, prepare and taste different foods.","HWB 0-35a","tcm:4-526603"
"2576","","When preparing and cooking a variety of foods, I am becoming aware of the journeys which foods make from source to consumer, their seasonality, their local availability and their sustainability.","HWB 1-35a","tcm:4-526604"
"2577","","I am discovering the different ways that advertising and the media can affect my choices.","HWB 1-37a","tcm:4-526613"
"2578","","Through exploration and discussion, I can understand that food practices and preferences are influenced by factors such as food sources, finance, culture and religion.","HWB 2-34a","tcm:4-526600"
"2579","","When preparing and cooking a variety of foods, I am becoming aware of the journeys which foods make from source to consumer, their seasonality, their local availability and their sustainability.","HWB 2-35a","tcm:4-526605"
"2580","","By investigating food labelling systems, I can begin to understand how to use them to make healthy food choices.","HWB 2-36a","tcm:4-526607"
"2581","","I can understand how advertising and the media are used to influence consumers.","HWB 2-37a","tcm:4-526615"
"2582","","Having explored a range of issues which may affect food choice, I can discuss how this could impact on the individual's health.","HWB 3-34a","tcm:4-526601"
"2583","","Using my knowledge of nutrition and current healthy eating advice, I can evaluate the information on food packaging, enabling me to make informed choices when preparing and cooking healthy dishes.","HWB 3-36a","tcm:4-526608"
"2584","","Having explored a range of issues which may affect food choice, I can discuss how this could impact on the individual's health.","HWB 4-34a","tcm:4-526602"
"2585","","Having investigated the effects of food processing on the nutritional value of foods, I can critically assess the place of processed foods in a healthy balanced diet.","HWB 4-35a","tcm:4-526611"
"2586","","I have examined and evaluated food packaging and can understand the legal requirements for manufacturers.","HWB 4-36a","tcm:4-526610"
"2587","","By investigating different influences on the consumer, I can discuss how consumers can be influenced by external sources.","HWB 4-37a","tcm:4-526616"
"2588","","I can explain basic legal rights and responsibilities of the consumer, recognising the agencies that can help.","HWB 4-37b","tcm:4-526618"
"2589","","","Nutrition","tcm:4-526262"
"2590","","I enjoy eating a diversity of foods in a range of social situations.","HWB 0-29a","tcm:4-534488"
"2591","","Together we enjoy handling, tasting, talking and learning about different foods, discovering ways in which eating and drinking may help us to grow and keep healthy.","HWB 0-30a","tcm:4-526620"
"2592","","I know that people need different kinds of food to keep them healthy.","HWB 0-32a","tcm:4-526631"
"2593","","I enjoy eating a diversity of foods in a range of social situations.","HWB 1-29a","tcm:4-534492"
"2594","","By investigating the range of foods available I can discuss how they contribute to a healthy diet.","HWB 1-30a","tcm:4-526621"
"2595","","I experience a sense of enjoyment and achievement when preparing simple healthy foods and drinks.","HWB 1-30b","tcm:4-526623"
"2596","","I am beginning to understand that nutritional needs change at different stages of life, for example the role of breastfeeding in infant nutrition.","HWB 1-32a","tcm:4-526632"
"2597","","I enjoy eating a diversity of foods in a range of social situations.","HWB 2-29a","tcm:4-534496"
"2598","","By applying my knowledge and understanding of current healthy eating advice I can contribute to a healthy eating plan.","HWB 2-30a","tcm:4-526627"
"2599","","I understand that people at different life stages have differing nutritional needs and that some people may eat or avoid certain foods.","HWB 2-32a","tcm:4-526633"
"2600","","I enjoy eating a diversity of foods in a range of social situations.","HWB 3-29a","tcm:4-534500"
"2601","","By taking part in practical food activities and taking account of current healthy eating advice, I can prepare healthy foods to meet identified needs.","HWB 3-30a","tcm:4-526624"
"2602","","Through practical activities using different foods and drinks, I can identify key nutrients, their sources and functions, and demonstrate the links between energy, nutrients and health.","HWB 3-31a","tcm:4-526628"
"2603","","I am developing my understanding of the nutritional needs of people who have different conditions and requirements.","HWB 3-32a","tcm:4-526634"
"2604","","I enjoy eating a diversity of foods in a range of social situations.","HWB 4-29a","tcm:4-534507"
"2605","","Having researched food and health policy, and dietary legislation, I can explain how this impacts on individuals, the community and the world of work.","HWB 4-30a","tcm:4-526625"
"2606","","I can apply my knowledge and understanding of nutrition, current healthy eating advice and the needs of different groups in the community when planning, choosing, cooking and evaluating dishes.","HWB 4-31a","tcm:4-526629"
"2607","","Having identified diet-related conditions, I can adapt and cook recipes to suit individual needs.","HWB 4-32a","tcm:4-526635"
"2608","","Having assessed how lifestyle or life stages can impact on people's nutritional needs, I can explain how these needs are met.","HWB 4-32b","tcm:4-526637"
"2609","","","Safe and hygienic practices","tcm:4-526263"
"2610","","I am becoming aware of how cleanliness, hygiene and safety can affect health and wellbeing and I apply this knowledge in my everyday routines such as taking care of my teeth.","HWB 0-33a","tcm:4-526638"
"2611","","I am becoming aware of how cleanliness, hygiene and safety can affect health and wellbeing and I apply this knowledge in my everyday routines such as taking care of my teeth.","HWB 1-33a","tcm:4-526640"
"2612","","Having learned about cleanliness, hygiene and safety, I can apply these principles to my everyday routines, understanding their importance to health and wellbeing.","HWB 2-33a","tcm:4-526641"
"2613","","I can apply food safety principles when buying, storing, preparing, cooking and consuming food.","HWB 3-33a","tcm:4-526643"
"2614","","Having explored the conditions for bacterial growth, I can use this knowledge to inform my practice and control food safety risks.","HWB 4-33a","tcm:4-526654"
"2615","","","Mental, emotional, social and physical wellbeing","tcm:4-526256"
"2616","","","Mental and emotional wellbeing","tcm:4-526264"
"2617","","I am aware of and able to express my feelings and am developing the ability to talk about them.","HWB 0-01a","tcm:4-526663"
"2618","","I know that we all experience a variety of thoughts and emotions that affect how we feel and behave and I am learning ways of managing them.","HWB 0-02a","tcm:4-526644"
"2619","","I understand that there are people I can talk to and that there are a number of ways in which I can gain access to practical and emotional support to help me and others in a range of circumstances.","HWB 0-03a","tcm:4-526653"
"2620","","I understand that my feelings and reactions can change depending upon what is happening within and around me. This helps me to understand my own behaviour and the way others behave.","HWB 0-04a","tcm:4-526659"
"2621","","I know that friendship, caring, sharing, fairness, equality and love are important in building positive relationships. As I develop and value relationships, I care and show respect for myself and others.","HWB 0-05a","tcm:4-526667"
"2622","","I understand the importance of mental wellbeing and that this can be fostered and strengthened through personal coping skills and positive relationships. I know that it is not always possible to enjoy good mental health and that if this happens there is support available.","HWB 0-06a","tcm:4-526681"
"2623","","I am learning skills and strategies which will support me in challenging times, particularly in relation to change and loss.","HWB 0-07a","tcm:4-526743"
"2624","","I understand that people can feel alone and can be misunderstood and left out by others. I am learning how to give appropriate support.","HWB 0-08a","tcm:4-526674"
"2625","","I am aware of and able to express my feelings and am developing the ability to talk about them.","HWB 1-01a","tcm:4-526649"
"2626","","I know that we all experience a variety of thoughts and emotions that affect how we feel and behave and I am learning ways of managing them.","HWB 1-02a","tcm:4-526645"
"2627","","I understand that there are people I can talk to and that there are a number of ways in which I can gain access to practical and emotional support to help me and others in a range of circumstances.","HWB 1-03a","tcm:4-526655"
"2628","","I understand that my feelings and reactions can change depending upon what is happening within and around me. This helps me to understand my own behaviour and the way others behave.","HWB 1-04a","tcm:4-526661"
"2629","","I know that friendship, caring, sharing, fairness, equality and love are important in building positive relationships. As I develop and value relationships, I care and show respect for myself and others.","HWB 1-05a","tcm:4-526669"
"2630","","I understand the importance of mental wellbeing and that this can be fostered and strengthened through personal coping skills and positive relationships. I know that it is not always possible to enjoy good mental health and that if this happens there is support available.","HWB 1-06a","tcm:4-526682"
"2631","","I am learning skills and strategies which will support me in challenging times, particularly in relation to change and loss.","HWB 1-07a","tcm:4-526744"
"2632","","I understand that people can feel alone and can be misunderstood and left out by others. I am learning how to give appropriate support.","HWB 1-08a","tcm:4-526673"
"2633","","I am aware of and able to express my feelings and am developing the ability to talk about them.","HWB 2-01a","tcm:4-526650"
"2634","","I know that we all experience a variety of thoughts and emotions that affect how we feel and behave and I am learning ways of managing them.","HWB 2-02a","tcm:4-526646"
"2635","","I understand that there are people I can talk to and that there are a number of ways in which I can gain access to practical and emotional support to help me and others in a range of circumstances.","HWB 2-03a","tcm:4-526657"
"2636","","I understand that my feelings and reactions can change depending upon what is happening within and around me. This helps me to understand my own behaviour and the way others behave.","HWB 2-04a","tcm:4-526662"
"2637","","I know that friendship, caring, sharing, fairness, equality and love are important in building positive relationships. As I develop and value relationships, I care and show respect for myself and others.","HWB 2-05a","tcm:4-526670"
"2638","","I understand the importance of mental wellbeing and that this can be fostered and strengthened through personal coping skills and positive relationships. I know that it is not always possible to enjoy good mental health and that if this happens there is support available.","HWB 2-06a","tcm:4-526683"
"2639","","I am learning skills and strategies which will support me in challenging times, particularly in relation to change and loss.","HWB 2-07a","tcm:4-526745"
"2640","","I understand that people can feel alone and can be misunderstood and left out by others. I am learning how to give appropriate support.","HWB 2-08a","tcm:4-526676"
"2641","","I am aware of and able to express my feelings and am developing the ability to talk about them.","HWB 3-01a","tcm:4-526651"
"2642","","I know that we all experience a variety of thoughts and emotions that affect how we feel and behave and I am learning ways of managing them.","HWB 3-02a","tcm:4-526647"
"2643","","I understand that there are people I can talk to and that there are a number of ways in which I can gain access to practical and emotional support to help me and others in a range of circumstances.","HWB 3-03a","tcm:4-526658"
"2644","","I understand that my feelings and reactions can change depending upon what is happening within and around me. This helps me to understand my own behaviour and the way others behave.","HWB 3-04a","tcm:4-526666"
"2645","","I know that friendship, caring, sharing, fairness, equality and love are important in building positive relationships. As I develop and value relationships, I care and show respect for myself and others.","HWB 3-05a","tcm:4-526677"
"2646","","I understand the importance of mental wellbeing and that this can be fostered and strengthened through personal coping skills and positive relationships. I know that it is not always possible to enjoy good mental health and that if this happens there is support available.","HWB 3-06a","tcm:4-526684"
"2647","","I am learning skills and strategies which will support me in challenging times, particularly in relation to change and loss.","HWB 3-07a","tcm:4-526768"
"2648","","I understand that people can feel alone and can be misunderstood and left out by others. I am learning how to give appropriate support.","HWB 3-08a","tcm:4-526678"
"2649","","I am aware of and able to express my feelings and am developing the ability to talk about them.","HWB 4-01a","tcm:4-526652"
"2650","","I know that we all experience a variety of thoughts and emotions that affect how we feel and behave and I am learning ways of managing them.","HWB 4-02a","tcm:4-526648"
"2651","","I understand that there are people I can talk to and that there are a number of ways in which I can gain access to practical and emotional support to help me and others in a range of circumstances.","HWB 4-03a","tcm:4-526664"
"2652","","I understand that my feelings and reactions can change depending upon what is happening within and around me. This helps me to understand my own behaviour and the way others behave.","HWB 4-04a","tcm:4-526665"
"2653","","I know that friendship, caring, sharing, fairness, equality and love are important in building positive relationships. As I develop and value relationships, I care and show respect for myself and others.","HWB 4-05a","tcm:4-526671"
"2654","","I understand the importance of mental wellbeing and that this can be fostered and strengthened through personal coping skills and positive relationships. I know that it is not always possible to enjoy good mental health and that if this happens there is support available.","HWB 4-06a","tcm:4-526742"
"2655","","I am learning skills and strategies which will support me in challenging times, particularly in relation to change and loss.","HWB 4-07a","tcm:4-526746"
"2656","","I understand that people can feel alone and can be misunderstood and left out by others. I am learning how to give appropriate support.","HWB 4-08a","tcm:4-526679"
"2657","","","Physical wellbeing","tcm:4-526265"
"2658","","I am developing my understanding of the human body and can use this knowledge to maintain and improve my wellbeing and health.","HWB 0-15a","tcm:4-526747"
"2659","","I am learning to assess and manage risk, to protect myself and others, and to reduce the potential for harm when possible.","HWB 0-16a","tcm:4-526752"
"2660","","I know and can demonstrate how to keep myself and others safe and how to respond in a range of emergency situations.","HWB 0-17a","tcm:4-526757"
"2661","","I know and can demonstrate how to travel safely.","HWB 0-18a","tcm:4-526762"
"2662","","I am developing my understanding of the human body and can use this knowledge to maintain and improve my wellbeing and health.","HWB 1-15a","tcm:4-526748"
"2663","","I am learning to assess and manage risk, to protect myself and others, and to reduce the potential for harm when possible.","HWB 1-16a","tcm:4-526753"
"2664","","I know and can demonstrate how to keep myself and others safe and how to respond in a range of emergency situations.","HWB 1-17a","tcm:4-526758"
"2665","","I know and can demonstrate how to travel safely.","HWB 1-18a","tcm:4-526763"
"2666","","I am developing my understanding of the human body and can use this knowledge to maintain and improve my wellbeing and health.","HWB 2-15a","tcm:4-526749"
"2667","","I am learning to assess and manage risk, to protect myself and others, and to reduce the potential for harm when possible.","HWB 2-16a","tcm:4-526754"
"2668","","I know and can demonstrate how to keep myself and others safe and how to respond in a range of emergency situations.","HWB 2-17a","tcm:4-526759"
"2669","","I know and can demonstrate how to travel safely.","HWB 2-18a","tcm:4-526764"
"2670","","I am developing my understanding of the human body and can use this knowledge to maintain and improve my wellbeing and health.","HWB 3-15a","tcm:4-526750"
"2671","","I am learning to assess and manage risk, to protect myself and others, and to reduce the potential for harm when possible.","HWB 3-16a","tcm:4-526755"
"2672","","I know and can demonstrate how to keep myself and others safe and how to respond in a range of emergency situations.","HWB 3-17a","tcm:4-526760"
"2673","","I know and can demonstrate how to travel safely.","HWB 3-18a","tcm:4-526765"
"2674","","I am developing my understanding of the human body and can use this knowledge to maintain and improve my wellbeing and health.","HWB 4-15a","tcm:4-526751"
"2675","","I am learning to assess and manage risk, to protect myself and others, and to reduce the potential for harm when possible.","HWB 4-16a","tcm:4-526756"
"2676","","I know and can demonstrate how to keep myself and others safe and how to respond in a range of emergency situations.","HWB 4-17a","tcm:4-526761"
"2677","","I know and can demonstrate how to travel safely.","HWB 4-18a","tcm:4-526766"
"2678","","","Social wellbeing","tcm:4-526266"
"2679","","As I explore the rights to which I and others are entitled, I am able to exercise these rights appropriately and accept the responsibilities that go with them. I show respect for the rights of others.","HWB 0-09a","tcm:4-526767"
"2680","","I recognise that each individual has a unique blend of abilities and needs. I contribute to making my school community one which values individuals equally and is a welcoming place for all.","HWB 0-10a","tcm:4-526773"
"2681","","I make full use of and value the opportunities I am given to improve and manage my learning and, in turn, I can help to encourage learning and confidence in others.","HWB 0-11a","tcm:4-526780"
"2682","","Representing my class, school and/or wider community encourages my self-worth and confidence and allows me to contribute to and participate in society.","HWB 0-12a","tcm:4-526783"
"2683","","Through contributing my views, time and talents, I play a part in bringing about positive change in my school and wider community.","HWB 0-13a","tcm:4-526787"
"2684","","I value the opportunities I am given to make friends and be part of a group in a range of situations.","HWB 0-14a","tcm:4-544579"
"2685","","As I explore the rights to which I and others are entitled, I am able to exercise these rights appropriately and accept the responsibilities that go with them. I show respect for the rights of others.","HWB 1-09a","tcm:4-526769"
"2686","","I recognise that each individual has a unique blend of abilities and needs. I contribute to making my school community one which values individuals equally and is a welcoming place for all.","HWB 1-10a","tcm:4-526774"
"2687","","I make full use of and value the opportunities I am given to improve and manage my learning and, in turn, I can help to encourage learning and confidence in others.","HWB 1-11a","tcm:4-526777"
"2688","","Representing my class, school and/or wider community encourages my self-worth and confidence and allows me to contribute to and participate in society.","HWB 1-12a","tcm:4-526784"
"2689","","Through contributing my views, time and talents, I play a part in bringing about positive change in my school and wider community.","HWB 1-13a","tcm:4-526788"
"2690","","I value the opportunities I am given to make friends and be part of a group in a range of situations.","HWB 1-14a","tcm:4-544583"
"2691","","As I explore the rights to which I and others are entitled, I am able to exercise these rights appropriately and accept the responsibilities that go with them. I show respect for the rights of others.","HWB 2-09a","tcm:4-526770"
"2692","","I recognise that each individual has a unique blend of abilities and needs. I contribute to making my school community one which values individuals equally and is a welcoming place for all.","HWB 2-10a","tcm:4-526778"
"2693","","I make full use of and value the opportunities I am given to improve and manage my learning and, in turn, I can help to encourage learning and confidence in others.","HWB 2-11a","tcm:4-526779"
"2694","","Representing my class, school and/or wider community encourages my self-worth and confidence and allows me to contribute to and participate in society.","HWB 2-12a","tcm:4-526785"
"2695","","Through contributing my views, time and talents, I play a part in bringing about positive change in my school and wider community.","HWB 2-13a","tcm:4-526792"
"2696","","I value the opportunities I am given to make friends and be part of a group in a range of situations.","HWB 2-14a","tcm:4-544586"
"2697","","As I explore the rights to which I and others are entitled, I am able to exercise these rights appropriately and accept the responsibilities that go with them. I show respect for the rights of others.","HWB 3-09a","tcm:4-526771"
"2698","","I recognise that each individual has a unique blend of abilities and needs. I contribute to making my school community one which values individuals equally and is a welcoming place for all.","HWB 3-10a","tcm:4-526775"
"2699","","I make full use of and value the opportunities I am given to improve and manage my learning and, in turn, I can help to encourage learning and confidence in others.","HWB 3-11a","tcm:4-526781"
"2700","","Representing my class, school and/or wider community encourages my self-worth and confidence and allows me to contribute to and participate in society.","HWB 3-12a","tcm:4-526786"
"2701","","Through contributing my views, time and talents, I play a part in bringing about positive change in my school and wider community.","HWB 3-13a","tcm:4-526789"
"2702","","I value the opportunities I am given to make friends and be part of a group in a range of situations.","HWB 3-14a","tcm:4-544592"
"2703","","As I explore the rights to which I and others are entitled, I am able to exercise these rights appropriately and accept the responsibilities that go with them. I show respect for the rights of others.","HWB 4-09a","tcm:4-526772"
"2704","","I recognise that each individual has a unique blend of abilities and needs. I contribute to making my school community one which values individuals equally and is a welcoming place for all.","HWB 4-10a","tcm:4-526776"
"2705","","I make full use of and value the opportunities I am given to improve and manage my learning and, in turn, I can help to encourage learning and confidence in others.","HWB 4-11a","tcm:4-526782"
"2706","","Representing my class, school and/or wider community encourages my self-worth and confidence and allows me to contribute to and participate in society.","HWB 4-12a","tcm:4-526790"
"2707","","Through contributing my views, time and talents, I play a part in bringing about positive change in my school and wider community.","HWB 4-13a","tcm:4-526791"
"2708","","I value the opportunities I am given to make friends and be part of a group in a range of situations.","HWB 4-14a","tcm:4-544595"
"2709","","","Physical education, physical activity and sport","tcm:4-526257"
"2710","","","Physical activity and health","tcm:4-526270"
"2711","","I know that being active is a healthy way to be.","HWB 0-27a","tcm:4-534477"
"2712","","I can describe how I feel after taking part in energetic activities and I am becoming aware of some of the changes that take place in my body.","HWB 0-28a","tcm:4-526823"
"2713","","I am aware of the role physical activity plays in keeping me healthy and know that I also need to sleep and rest, to look after my body.","HWB 1-27a","tcm:4-526820"
"2714","","I understand that my body needs energy to function and that this comes from the food I eat. I am exploring how physical activity contributes to my health and wellbeing.","HWB 1-28a","tcm:4-526839"
"2715","","I can explain why I need to be active on a daily basis to maintain good health and try to achieve a good balance of sleep, rest and physical activity.","HWB 2-27a","tcm:4-526821"
"2716","","I can explain the links between the energy I use while being physically active, the food I eat, and my health and wellbeing.","HWB 2-28a","tcm:4-526825"
"2717","","I can explain why I need to be active on a daily basis to maintain good health and try to achieve a good balance of sleep, rest and physical activity.","HWB 3-27a","tcm:4-526822"
"2718","","I can explain the links between the energy I use while being physically active, the food I eat, and my health and wellbeing.","HWB 3-28a","tcm:4-526824"
