course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
20199,SQA Credit Rating Service,National Examination Board in Occupational Safety and Health (NEBOSH),ORG046SUB005,ORG046,NEBOSH National Certificate in Fire Safety and Risk Management,6,13,Public Services,,Provide a breadth of underpinning knowledge for non-specialists in fire safety to enable them to discharge more effectively their organisational duties or functions with respect to workplace fire safety,,01/01/2011,31/01/2016,0,0
20191,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 H,ORG070,Graded Examination in Dance: Highland Dance Grade 8,6,13,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20190,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 G,ORG070,Graded Examination in Dance: Highland Dance Grade 7,6,13,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20189,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 F,ORG070,Graded Examination in Dance: Highland Dance Grade 6,6,13,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20188,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 E,ORG070,Graded Examination in Dance: Highland Dance Grade 5,5,10,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20187,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 D,ORG070,Graded Examination in Dance: Highland Dance Grade 4,5,10,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20185,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 B,ORG070,Graded Examination in Dance: Highland Dance Grade 2,4,7,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20184,SQA Credit Rating Service,United Kingdom Alliance,ORG070SUB001 A,ORG070,Graded Examination in Dance: Highland Dance Grade 1,3,7,Sport and Leisure,,The Graded Examinations in Highland Dance are assessed via examination by a UKA appointed examiner.  Candidates are tested in a practical examination in which they demonstrate the required dance movements to an appropriate standard.,The target audience will be students of all ages who are regular attendees of dance classes in a dance school or studying with a private teacher.,05/09/2011,30/09/2016,0,0
20183,SQA Credit Rating Service,The British Sports Trust Sports Leaders UK,ORG069SUB001,ORG069,SCQF Level 4 in Sports Leadership,4,7,Sport and Leisure,Personal Services,Provides basic skills and experiences in leadership that are taught in a sporting context in order to prepare candidates to lead a simple sports activity for a small group.,Candidates in full time education from 13-16 years old either as part of core PE programme or extracurricular activity.,05/09/2011,30/09/2016,0,0
20181,SQA Credit Rating Service,NHS Education for Scotland/Childsmile,ORG052SUB001 A,ORG052,Application of Fluoride for Extended Duty Dental Nurses (part of Childsmile Training),8,2,Health and Social Care,,"Aim of the progamme is to support families to look after the oral health of their children through  facilitating access to oral health promotion and dental preventive and treatment programmes for children, particularly in vunerable families.",Developed for Extended Duty Dental Nurses,01/08/2010,31/08/2015,0,0
20180,SQA Credit Rating Service,Bam Nutall,ORG061SUB001,ORG061,Bam Nuttall Certificate in Supervision,6,18,Construction,,The course is also open to all potential supervisors in need of supervisory training as well as current supervisors who have had little or no supervisory training.  Learners must have enough relevant site experience to enable them to supervise works.,"The course is aimed at experienced construction workers who are about to, or have recently been promoted to supervisor.",05/07/2011,31/07/2016,0,0
20178,SQA Credit Rating Service,West Dunbartonshire Council,ORG055SUB001,ORG055,Introduction to Community Work,5,5,Community Learning and Development,,"History of Community Work, What is Community Work, Values &amp; Principles, Equality &amp; Diversity, Community and Involvement, Working with Individuals &amp; Groups, Teams &amp; Networking, 4 wks Practice Placement",Anyone in the West Dunbartonshire Area wishing to work/volunteer in the field of community development/capacity building,01/03/2011,31/03/2016,0,0
20177,SQA Credit Rating Service,NHS Education for Scotland/Childsmile,ORG052SUB001,ORG052,Childsmile Training,7,6,Health and Social Care,,"Aim of the progamme is to support families to look after the oral health of their children through  facilitating access to oral health promotion and dental preventive and treatment programmes for children, particularly in vunerable families.",Developed for Extended Duty Dental Nurses and Dental Health Support Workers,01/08/2010,31/08/2015,0,0
20174,SQA Accreditation,Education Development International,R02804,0001edi,EDI Certificate in Customer Service at SCQF level 5,5,10,Hospitality and Tourism,Public Services,For further information please see www.sqa.org.uk,For further information please see www.sqa.org.uk,17/06/2008,31/03/2013,0,0
20172,SQA Accreditation,Education Development International,R02904,0001edi,EDI Certificate in Customer Service at SCQF level 6,6,12,Hospitality and Tourism,,For further information please see www.sqa.org.uk,For further information please see www.sqa.org.uk,17/06/2008,31/03/2013,0,0
20167,SQA Accreditation,Chartered Management Institute,R178 04,Chartered Management Institute,CMI SCQF Level 6 Award in First Line Management,6,06-Jul,Management,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,28/09/2011,31/08/2016,0,0
20166,SQA Accreditation,Chartered Management Institute,R179 04,Chartered Management Institute,CMI SCQF Level 6 Certificate in First Line Management,6,13 - 18,Management,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,28/09/2011,31/08/2016,0,0
20165,SQA Accreditation,Chartered Management Institute,R180 04,Chartered Management Institute,CMI SCQF Level 6 Diploma in First Line Management,6,42 - 44,Management,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,28/09/2011,31/08/2016,0,0
20164,SQA Accreditation,Chartered Management Institute,R175 04,Chartered Management Institute,CMI SCQF Level 9 Award in Public Service Leadership,9,7,Public Services,Management,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,21/08/2011,31/08/2016,0,0
20163,SQA Accreditation,Chartered Management Institute,R176 04,Chartered Management Institute,CMI SCQF Level 9 Certificate in Public Service Leadership,9,14 - 17,Public Services,Management,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,21/08/2011,31/08/2016,0,0
20162,SQA Accreditation,Chartered Management Institute,R177 04,Chartered Management Institute,CMI SCQF Level 9 Diploma in Public Service Leadership,9,61 - 63,Management,Public Services,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,21/08/2011,31/08/2016,0,0
20161,SQA Accreditation,City & Guilds,R174 04,City &amp; Guilds,Diploma in Heavy Vehicle Maintenance and Repair Priniciples at SCQF level 7,7,79 - 85,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20160,SQA Accreditation,City & Guilds,R173 04,City &amp; Guilds,Diploma in Heavy Vehicle Maintenance and Repair Priniciples at SCQF level 5,5,78 - 79,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20159,SQA Accreditation,City & Guilds,R171 04,City &amp; Guilds,Diploma in Light Vehicle Maintenance and Repair Priniciples at SCQF Level 5,5,78 - 83,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20158,SQA Accreditation,City & Guilds,R172 04,City &amp; Guilds,Diploma in Light Vehicle Maintenance and Repair Priniciples at SCQF Level 7,7,73  - 78,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20157,SQA Accreditation,City & Guilds,R168 04,City &amp; Guilds,Diploma in Vehicle Accident Repair Body Principles at SCQF Level 5,5,65 - 72,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20156,SQA Accreditation,City & Guilds,R169 04,City &amp; Guilds,Diploma in Vehicle Accident Repair Body Principles at SCQF Level 6,6,65 - 72,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20155,SQA Accreditation,City & Guilds,R170 04,City &amp; Guilds,Diploma in Vehicle Accident Repair Paint Principles at SCQF Level 5,5,65 - 72,Engineering,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,14/09/2011,31/08/2016,0,0
20152,SQA Accreditation,SQA Accreditation,GD2N 22,SQA,SVQ2 in Instructing Exercise and Fitness at SCQF Level 5,5,37 - 39,Sport and Leisure,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,17/08/2011,31/08/2016,0,0
20151,SQA Accreditation,Education Development International,GD19 22,Education Development International,SVQ2 in Team Leading at SCQF Level 5,5,39 - 52,Management,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,03/08/2011,31/05/2016,0,0
20150,SQA Accreditation,Education Development International,GD18 23,Education Development International,SVQ3 in Management at SCQF Level 7,7,n/a,Management,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,03/08/2011,31/05/2016,0,0
20149,SQA Accreditation,SQA Accreditation,GD1V 23,SQA,SVQ3 in Playwork at SCQF Level 7,7,102 - 119,Sport and Leisure,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,03/08/2011,31/05/2015,0,0
20148,SQA Accreditation,SQA Accreditation,GD1T 24,SQA,SVQ4 in Playwork at SCQF Level 9,9,98 - 129,Sport and Leisure,,For more information please see SQA website. www.sqa.org.uk,For more information please see SQA website. www.sqa.org.uk,03/08/2011,31/05/2015,0,0
1108,Kilmarnock College,Kilmarnock College,KC/IT1,8260257,Basic IT Skills 1,3,3,Computing,,This course will enable learners to gain the skills required to perform basic IT tasks and work with packages such as Microsoft Word and Excel.  It will also enable the learner to gain the skills required to access the internet and extract information for use in documents.,Adult Returners - CLD,01/11/2010,01/11/2012,0,0
1094,Kilmarnock College,Kilmarnock College,PRECDL/APP18/07,8260257,Prepare for ECDL,3,10,Computing,,To use features which are common and specific to various IT Applications,School students,05/06/2007,01/07/2012,0,0
1091,Edinburgh Napier University,Registers of Scotland,CCR0347,ROS-ENU/CCR,Diploma in Land Registration (Plans),9,250,Public Services,Business and Administration,This qualification carries 170 credits at SCQF level 8 &amp; 80 credits at SCQF level 9.,RoS staff.,24/03/2011,30/06/2016,0,0
1090,Edinburgh Napier University,Registers of Scotland,CCR0346,ROS-ENU/CCR,Advanced Certificate in Land Registration (Plans),9,180,Public Services,Business and Administration,This qualification carries 100 credits at SCQF level 8 &amp; 80 credits at SCQF level 9.,RoS staff.,24/03/2011,30/06/2016,0,0
1089,Edinburgh Napier University,Registers of Scotland,CCR00345,ROS-ENU/CCR,Certificate in Land Registration (Plans) - First Registration and Transfer of Part,9,170,Public Services,Business and Administration,This qualification carries 160 credits at SCQF level 8 &amp; 10 credits at SCQF level 9.,RoS staff.,24/03/2011,30/06/2016,0,0
1088,Edinburgh Napier University,Registers of Scotland,CCR0344,ROS-ENU/CCR,Certificate in Land Registration (Plans) - First Registration,9,100,Public Services,Business and Administration,This qualification carries 90 credits at SCQF level 8 &amp; 10 credits at SCQF level 9.,RoS staff.,24/03/2011,30/06/2016,0,0
1035,City & Guilds,City & Guilds,7393-10,23397C8396,Certificate in Dental Nursing at SCQF level 7,7,32,Health and Social Care,Health and Social Care,"The Certificate in Dental Nursing at SCQF Level 7 focuses on the essential professional knowledge needed for all aspects of dental nursing. It will complement your existing understanding of dental equipment, instruments and materials in your role within an oral healthcare team.",The Certificate in Dental Nursing at SCQF Level 7 is for people who already work within an oral healthcare team and who want to learn more about essential areas such as dental disease and treatment and maintaining oral health. It is also required by the General Dental Council as a licence to practise.,14/06/2011,31/12/2013,0,0
1031,Queen Margaret University,Later Life Training,PSI1,LLT,Exercise for Falls Prevention,8,20,Health and Social Care,Sport and Leisure,Training on devising exercise programmes for frail older people at risk of falls,fitness instructors and health professionals,18/07/2011,01/07/2016,0,0
1030,Queen Margaret University,Later Life Training,EFS1,LLT,Exercise after Stroke,8,20,Health and Social Care,Sport and Leisure,Training on devising exercise programmes for stroke rehabilitation,fitness instructors and health professionals,18/07/2011,01/07/2016,0,0
1028,SQA Credit Rating Service,Falkirk Council,173,0040Fal,Falkirk Employability Award: Gold,6,39,Personal Development,,"Falkirk Employability Award: Gold Level SCQF Level 6 includes all Workplace Core Skill Units, Personal Development: Practical Abilities, Building your Own Employability Skills, and an SVQ at Level 3",Falkirk Council residents who want to demonstrate that they have the employability skills that are required by employers,01/03/2011,31/07/2016,0,0
1027,SQA Credit Rating Service,Falkirk Council,172,0040Fal,Falkirk Employability Award: Silver,5,39,Personal Development,,"Falkirk Employability Award Silver SCQF Level 5 includes all Workplace Core Skill Units, Personal Development Practical Abilities, Building your Own Employability Skills and an SVQ Level 2",Falkirk Council residents who want to demonstrate that they have the employability skills that are required by employers,01/03/2011,31/07/2016,0,0
1026,SQA Credit Rating Service,Falkirk Council,171,0040Fal,Falkirk Employability Award: Bronze,4,49,Personal Development,,"Falkirk Employability Award Bronze SCQF Level 4 inc. Workplace Core Skills, Personal Development, Building your Employability Skills, Responsibilities of Employment, Work Experience, Working Safely",Falkirk Council residents who want to demonstrate that they have the employability skills that are required by employers,01/03/2011,31/07/2016,0,0
1025,SQA Credit Rating Service,Falkirk Council,170,0040Fal,Falkirk Employability Award: Access,4,46,Personal Development,,"Falkirk Employability Award Access SCQF Level 4 inc. Core Skill Units, Personal Development Practical Abilities, Building your Own Employability Skills, Responsibilities of Employment, Work Experience",Falkirk Council residents who want to demonstrate that they have the employability skills that are required by employers,01/03/2011,31/07/2016,0,0
1021,City & Guilds,City & Guilds,4424-51,23397C8396,Level 4 Certificate for Introduction to the Contact Centre Industry,4,18,Business and Administration,,"Practical qualification for those getting started in the contact centre industry. Candidates will learn to manage inbound calls, sell products and handle customer problems",The certificate is for anyone preparing for their first role in a contact centre. No previous experience or qualifications are required.,01/10/2011,31/07/2012,0,0
1017,SQA Credit Rating Service,Notre Dame Centre,156,0031ndc,Seasons for Growth,7,8,Health and Social Care,,"A grief and loss education programme which aims to promote the social and emotional wellbeing of children, young people and adults coping with loss and change in their lives. Participants train to become",Companions,21/07/2010,31/07/2015,0,0
999,SQA Credit Rating Service,Deafblind,46,0015db,Reflective Practice Dissertation,8,10,Health and Social Care,,,,29/06/2006,30/09/2012,0,0
998,SQA Credit Rating Service,Deafblind,44,0015db,Communication 2,8,20,Languages &amp; Communication,,"Provides an understanding of assessment, support, provision and monitoring in relation to effective communication and the accessing of information.",,29/06/2006,30/09/2012,0,0
997,SQA Credit Rating Service,Deafblind,47,0015db,The Practice Unit,7,36,Health and Social Care,,Designed to complement the Certificate and the Diploma. It is designed to meet competency requirements of the Scottish Social Services Council,,29/06/2006,30/09/2012,0,0
996,SQA Credit Rating Service,Deafblind,43,0015db,Dual Sensory Impairment 2,8,20,Health and Social Care,,"Provides an understanding of the investigation processes for auditory, visual and sensory function",,29/06/2006,30/09/2012,0,0
995,SQA Credit Rating Service,Deafblind,41,0015db,"Movement, Mobility and Orientation 1",7,10,Health and Social Care,,"An overview of the skills needed by a deafblind person in order to acquire and/or retain movement, mobility and orientation skills.",,29/06/2006,30/09/2012,0,0
994,SQA Credit Rating Service,Deafblind,42,0015db,Professional Practice 1,7,10,Health and Social Care,,"Provides an understanding of current education, health and social care Legislation and Guidance that affects deafblind people and how benefits, services and information can enable people to live lives they want to lead.",,29/06/2006,30/09/2012,0,0
993,SQA Credit Rating Service,Deafblind,40,0015db,Communication 1,7,20,Languages &amp; Communication,,Provides an overview of the development and use of communication and language and the deafblindness impacts on both,,29/06/2006,30/09/2012,0,0
992,SQA Credit Rating Service,Deafblind,39,0015db,Dual Sensory Impairment 1,7,20,Health and Social Care,,Provides an overview of the issues commonly associated with deafblindness,,29/06/2006,30/09/2012,0,0
991,SQA Credit Rating Service,Deafblind,45,0015db,"Movement, Mobility and Orientation 2",8,10,Health and Social Care,,"Provides an understanding of assessment of the impact of deafblindness on a person's movement, mobility and orientation, and their ability to map and orientate within internal and external environments.",,29/06/2006,30/09/2012,0,0
989,SQA Credit Rating Service,Renfrewshire Council,164,036COSLA,Customer Service Professional Certificate,6,9,Public Services,,The qualifications are available to council staff working with the public and they can be undertaken by people who either have or do not have previous qualifications.,,04/10/2010,31/07/2019,0,0
988,SQA Credit Rating Service,Chartered Management Institute,56,0016cmi,Introductory Executive Diploma in Management,10,16,Management,Business and Administration,"Intended for the senior manager who has the authority and personal inspiration to translate organisational strategy into effective operational performance. It is equally valuable for the person who aspires to such a role, by helping them to gain the knowledge and understanding necessary. It requires the manager to build on their management skills and to focus on the requirements of implementing the organisation's strategy",Professional,07/08/2007,30/11/2012,0,0
987,SQA Credit Rating Service,Chartered Management Institute,51,0016cmi,Certificate in Management,7,64,Management,Business and Administration,,Professional,25/03/2007,30/11/2012,0,0
986,SQA Credit Rating Service,Chartered Management Institute,52,0016cmi,Introductory Diploma in Management,8,16,Management,,This qualification provides an introduction to the Chartered Management Institute's Diploma in Management. It is intended for people who are considering a move into a middle management role or those who are new to such a role.,Professional,22/11/2006,30/11/2012,0,0
985,SQA Credit Rating Service,Chartered Management Institute,50,0016cmi,Introductory Certificate in Management,6,11,Management,Business and Administration,This qualification provides an introduction to the Chartered Management Institute's Certificate in Management. This certificate is intended for people who are considering a move into a first line management role or those who are new to such a role.,Professional,25/03/2007,30/11/2012,0,0
984,SQA Credit Rating Service,Chartered Management Institute,53,0016cmi,Diploma in Management,9,81,Management,Management,,Professional,22/11/2006,30/11/2012,0,0
981,SQA Credit Rating Service,Chartered Management Institute,57,0016cmi,Executive Diploma in Strategic Management,11,45,Management,,"This qualification is intended for the general manager or director who has the authority and personal skills to develop and implement organisational strategy. It is equally valuable for the person who aspires to such a role, by helping them to gain the knowledge and understanding necessary for carrying out that role.",Professional,07/08/2007,30/11/2012,0,0
980,SQA Credit Rating Service,Chartered Management Institute,49,0016cmi,Certificate in Team Leading,5,40,Management,,,Professional,25/03/2007,30/11/2012,0,0
979,SQA Credit Rating Service,Chartered Management Institute,48,0016cmi,Introductory Certificate in Team Leading,5,11,Management,,Provides an introduction to the Chartered Management Institute's Certificate in Team Leading. This certificate is intended for people who are considering a move into a role as team leader or those who are new to such a role,Professional,25/03/2007,30/11/2012,0,0
977,SQA Credit Rating Service,Chartered Management Institute,54,0016cmi,Diploma in Public Service Leadership,9,88,Management,Public Services,"Designed with public sector organisations and aimed at developing professional managers within the public sector and encouraging them to work more collaboratively within and across organisations. As well as incorporating a high level of participation, the programme aims to build individual confidence and professionalism and to develop leadership skills to provide better local services.",Professional,19/04/2007,30/11/2012,0,0
976,SQA Credit Rating Service,Chartered Management Institute,55,0016cmi,Diploma in Programme and Project Management,9,73,Management,,"Designed to meet the needs of managers responsible for programmes or projects, who wish to extend their skills and knowledge to embrace further programme and project management disciplines. It is expected that learners will already be working in a Programme or Project Management environment, although the qualification is also open to learners wishing to build on their general management skills.",Professional,07/08/2007,30/11/2012,0,0
975,SQA Credit Rating Service,Chartered Management Institute,58,0016cmi,Executive Diploma in Management,11,103,Management,,"Intended for the senior manager who has the authority and personal inspiration to translate organisational strategy into effective operational performance. It is equally valuable for the person who aspires to such a role, by helping them to gain the knowledge and understanding necessary. It requires the manager to build on their management skills and to focus on the requirements of implementing the organisation's strategy",Professional,07/08/2007,30/11/2012,0,0
951,SQA Credit Rating Service,Rathbone,169,0039Rath,OneLife,3,16,Personal Development,Community Learning and Development,"'OneLife' sets Young People (12-19) on a pathway to gain skills, confidence and facts to run  their lives and make positive lifestyle choices",The programme is a diverse portfolio aimed to be the building blocks of skills which assist young people to make a successful transition to adulthood; OneBody; OneChild; OneTime; OneLearner; OneCitizen; OneHome; OneDrink; OneLove,09/05/2011,31/05/2016,0,0
947,SQA Credit Rating Service,Breedon Aggregates,116,0025etl,Surfacing Raker Operations,5,6,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
946,SQA Credit Rating Service,Breedon Aggregates,123,0025etl,Surfacing Foreman Operations,6,12,Construction,,Skills required to Manage Asphalt Laying Operations,,20/10/2008,31/10/2013,0,0
945,SQA Credit Rating Service,Breedon Aggregates,142,0025etl,Civils Concrete Operations,5,6,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/12/2013,0,0
944,SQA Credit Rating Service,Breedon Aggregates,129,0025etl,Civils Kerbing Operations,5,7,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
943,SQA Credit Rating Service,Breedon Aggregates,141,0025etl,Civils Excavation Operations,5,6,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/12/2013,0,0
941,SQA Credit Rating Service,Breedon Aggregates,124,0025etl,Civils General Operations,4,4,Construction,,Health &amp; Safety knowledge for Minor Civil Engineering Operations,,20/10/2008,31/10/2013,0,0
940,SQA Credit Rating Service,Breedon Aggregates,143,0025etl,Civils Foreman Operations,6,12,Engineering,Management,Skills required to Manage Minor Civil Engineering  Operations,,20/10/2008,31/12/2013,0,0
939,SQA Credit Rating Service,Breedon Aggregates,118,0025etl,Surfacing Tractaire Operations,5,6,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
938,SQA Credit Rating Service,Breedon Aggregates,127,0025etl,Civils Tractaire Operations,4,3,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
937,SQA Credit Rating Service,Breedon Aggregates,122,0025etl,Surfacing Chipping Operator Operations,5,4,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
936,SQA Credit Rating Service,Breedon Aggregates,119,0025etl,Surfacing Screwman Operations,5,10,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
931,SQA Credit Rating Service,Breedon Aggregates,117,0025etl,Surfacing Roller Operations,5,6,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
929,SQA Credit Rating Service,Breedon Aggregates,121,0025etl,Surfacing Chipping Operations,5,4,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
927,SQA Credit Rating Service,Breedon Aggregates,125,0025etl,Civils Dumper Operations,5,4,Land Based Industries,Construction,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
926,SQA Credit Rating Service,Breedon Aggregates,120,0025etl,Surfacing Paver Operations,5,12,Construction,,Individual skill required in Asphalt Operations,,20/10/2008,31/10/2013,0,0
925,SQA Credit Rating Service,Breedon Aggregates,128,0025etl,Civils Excavator Operations,5,9,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
924,SQA Credit Rating Service,Breedon Aggregates,140,0025etl,Civils Drainage Operations,5,7,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
923,SQA Credit Rating Service,Breedon Aggregates,126,0025etl,Civils Roller Operations,5,4,Construction,,Individual skill required in Minor Civil Engineering  Operations,,20/10/2008,31/10/2013,0,0
921,SQA Credit Rating Service,Breedon Aggregates,115,0025etl,Surfacing General Operations,4,4,Construction,,Health &amp; Safety knowledge for Asphalt Surfacing Operations,,20/10/2008,31/10/2013,0,0
920,Scottish Police College,Scottish Police College,CR/CMD/001,The Scottish Police College,Strategic Community Safety,11,30,Public Services,,"The Strategic Community Safety Course is designed to train officers of Inspecting Rank and above in issues relating to partnership working, collaboration and strategy development with a focus on their commitment to Community Safety Partnerships and the hierarchical Community Planning structures. The 30 credit points include 10 points for an elective module.",Police Officers and staff of Inspector rank (or equivalent),29/02/2008,28/02/2013,0,0
919,Scottish Police College,Scottish Police College,CR/RPD/001,The Scottish Police College,Police Driving Instructors,10,40,Public Services,,The Police Driving Instructors Course is essential to the continued professionalism and expertise expected of the police driver undertaking their daily duties. It builds on the highly specialised and advanced technical driving skills that potential instructors will have incorporating instructional and asessment skills.,Police Officers or Police Staff who have previously developed specialist and highly advanced driving skills,16/06/2008,15/06/2013,0,0
917,Scottish Police College,Scottish Police College,CR/ACP/001,The Scottish Police College,Public Order Tactical/Operational Command Training,10,20,Management,,"The course will develop the knowledge, understanding, skills and behaviours of students relating to Public Order Command Structure, strategy and tactics for specific roles to allow those students to perform those roles at Tactical and Operational Commander levels.","Inspecting rank or above, likely to be deployed in the role of Public Order Command",21/12/2009,21/12/2014,0,0
916,Adam Smith College,NCFE,ASCDETS,NCFE/TPI,Developing Effective Thinking Skills,5,2,Personal Development,,"The award aims to raise awareness, understanding, and appreciation of learners' potential resources and natural talent.","14-19 year olds in full-time education, but also suitable for 19+ learners and Adult Community learners.",27/06/2011,27/06/2014,0,0
915,Adam Smith College,Adam Smith College,SEFE,C5460450,Seated Exercise for the Frail &amp; Elderly,5,4,Sport and Leisure,Health and Social Care,CPD programme for seated exercise practitioners working in health and social care settings with frail and elderly adults.,,28/03/2011,01/04/2014,0,0
914,Adam Smith College,Adam Smith College,NUTHF,C5460450,Nutrition for Health &amp; Fitness,6,6,Sport and Leisure,,Programme designed to deliver knowledge and understanding of nutrition for health &amp; fitness at SCQF level 6.,,28/03/2011,01/04/2014,0,0
913,Adam Smith College,Adam Smith College,UNITEEREV,C5460450,UNITE e-Revolution,4,10,Computing,,UNITE progamme to deliver e-skills to union representatives and members.,,28/06/2010,01/07/2013,0,0
912,Edinburgh Napier University,Scottish National Blood Transfusion,CCR0314,SNBT-ENU/CCR,Module 1: Safe Transfusion Practice,7,2,Health and Social Care,Personal Development,Safe Transfusion Practice is the foundation module of the Learnbloodtransfusion continuing education programme. The module aims to assist practitioners involved in the transfusion process to provide high standards of care to patients and minimise the risk to both patients and practitioners.,Continuing Professional Development programme.,31/05/2008,29/06/2013,0,0
911,Edinburgh Napier University,Scottish National Blood Transfusion,CCR0315,SNBT-ENU/CCR,Module 2: Blood Components and Indications for Use,9,4,Health and Social Care,Sciences,"The second module of the Learnbloodtransfusion continuing education programme.  Focuses on the constituents of blood components and plasma derivatives and summarises the indications for use, therapeutic risks and benefits, and management of adverse events. The module has been designed for clinicians, nurses and operating department practitioners who regularly use blood components in their day-to-day practice.",Continuing Professional Development programme.,01/03/2008,30/03/2013,0,0
900,Scottish Police College,Scottish Police College,CR/INT/001B,The Scottish Police College,Diploma in Crime Scene Investigation (International),8,140,Public Services,Public Services,"Develop officers in the examination and obtaining forensic, photographic &amp; fingerprint evidence from crime scenes and the presentation of this evidence to the legal authorities as in the role of a Crime Scene Investigator",Police officers identified for the role of a Crime Scene Investigator.,19/05/2011,19/05/2016,0,0
